file_path,speaker_id,accent,gender,transcription
data/audio/processed/l2arctic/ZHAA_arctic_b0126.wav,ZHAA,Arabic,F,Blood was oozing slowly from the wounded man's right breast
data/audio/processed/l2arctic/ZHAA_arctic_b0132.wav,ZHAA,Arabic,F,There is no need of further detail now for you can understand
data/audio/processed/l2arctic/ZHAA_arctic_a0026.wav,ZHAA,Arabic,F,It occurred to me that there would have to be an accounting
data/audio/processed/l2arctic/ZHAA_arctic_a0032.wav,ZHAA,Arabic,F,Since then some mysterious force has been fighting us at every step
data/audio/processed/l2arctic/ZHAA_arctic_b0324.wav,ZHAA,Arabic,F,Not till the twentieth of May did the river break
data/audio/processed/l2arctic/ZHAA_arctic_b0442.wav,ZHAA,Arabic,F,He had become a man very early in life
data/audio/processed/l2arctic/ZHAA_arctic_a0581.wav,ZHAA,Arabic,F,It was this proposition that started the big idea in Daughtry's mind
data/audio/processed/l2arctic/ZHAA_arctic_b0456.wav,ZHAA,Arabic,F,He was an amphibian and a mountaineer
data/audio/processed/l2arctic/ZHAA_arctic_b0330.wav,ZHAA,Arabic,F,They only had a little thirty thousand dollar fire
data/audio/processed/l2arctic/ZHAA_arctic_b0318.wav,ZHAA,Arabic,F,Again he had done the big thing
data/audio/processed/l2arctic/ZHAA_arctic_a0224.wav,ZHAA,Arabic,F,She nodded and her eyes grew soft and moist
data/audio/processed/l2arctic/ZHAA_arctic_b0481.wav,ZHAA,Arabic,F,The task we set ourselves was threefold
data/audio/processed/l2arctic/ZHAA_arctic_a0542.wav,ZHAA,Arabic,F,Without a doubt some of them have dinner engagements
data/audio/processed/l2arctic/ZHAA_arctic_b0495.wav,ZHAA,Arabic,F,We who have endured so much surely can endure a little more
data/audio/processed/l2arctic/ZHAA_arctic_a0556.wav,ZHAA,Arabic,F,Why he's bought forty pounds of goods from you already
data/audio/processed/l2arctic/ZHAA_arctic_a0230.wav,ZHAA,Arabic,F,Do you know any good land around here
data/audio/processed/l2arctic/ZHAA_arctic_a0218.wav,ZHAA,Arabic,F,The ringing of the big bell aroused him
data/audio/processed/l2arctic/ZHAA_arctic_b0250.wav,ZHAA,Arabic,F,By this time Charley was as enraged as the Greek
data/audio/processed/l2arctic/ZHAA_arctic_a0393.wav,ZHAA,Arabic,F,Already he had begun borrowing from the banks
data/audio/processed/l2arctic/ZHAA_arctic_b0536.wav,ZHAA,Arabic,F,Typhoid did I tell you
data/audio/processed/l2arctic/ZHAA_arctic_b0522.wav,ZHAA,Arabic,F,Nor would it thaw out his hands and feet
data/audio/processed/l2arctic/ZHAA_arctic_b0244.wav,ZHAA,Arabic,F,You are positively soulless he said savagely
data/audio/processed/l2arctic/ZHAA_arctic_a0387.wav,ZHAA,Arabic,F,Bob growing disgusted turned back suddenly and attempted to pass Mab
data/audio/processed/l2arctic/ZHAA_arctic_b0278.wav,ZHAA,Arabic,F,Now animals do not like mockery
data/audio/processed/l2arctic/ZHAA_arctic_b0293.wav,ZHAA,Arabic,F,Between him and all domestic animals there must be no hostilities
data/audio/processed/l2arctic/ZHAA_arctic_a0350.wav,ZHAA,Arabic,F,Is that Pat Hanrahan's mug looking hungry and willing
data/audio/processed/l2arctic/ZHAA_arctic_a0436.wav,ZHAA,Arabic,F,But Martin smiled a superior smile
data/audio/processed/l2arctic/ZHAA_arctic_a0422.wav,ZHAA,Arabic,F,Halfway around the track one donkey got into an argument with its rider
data/audio/processed/l2arctic/ZHAA_arctic_b0287.wav,ZHAA,Arabic,F,Or have they already devised one
data/audio/processed/l2arctic/ZHAA_arctic_a0344.wav,ZHAA,Arabic,F,He seemed to fill it with his tremendous vitality
data/audio/processed/l2arctic/ZHAA_arctic_a0378.wav,ZHAA,Arabic,F,That's why its boundaries are all gouged and jagged
data/audio/processed/l2arctic/ZHAA_arctic_a0191.wav,ZHAA,Arabic,F,For a time the exciting thrill of his adventure was gone
data/audio/processed/l2arctic/ZHAA_arctic_b0052.wav,ZHAA,Arabic,F,The flush was gone from her face
data/audio/processed/l2arctic/ZHAA_arctic_a0185.wav,ZHAA,Arabic,F,The questions may have come vaguely in his mind
data/audio/processed/l2arctic/ZHAA_arctic_b0046.wav,ZHAA,Arabic,F,Philip produced a couple of cigars and took a chair opposite him
data/audio/processed/l2arctic/ZHAA_arctic_a0152.wav,ZHAA,Arabic,F,Philip thrust himself against it and entered
data/audio/processed/l2arctic/ZHAA_arctic_b0091.wav,ZHAA,Arabic,F,For a full half minute Jeanne looked at him without speaking
data/audio/processed/l2arctic/ZHAA_arctic_a0146.wav,ZHAA,Arabic,F,Of course that is uninteresting she continued
data/audio/processed/l2arctic/ZHAA_arctic_b0085.wav,ZHAA,Arabic,F,Her eyes smiled truth at him as he came up the bank
data/audio/processed/l2arctic/ZHAA_arctic_b0084.wav,ZHAA,Arabic,F,Your face is red with blood
data/audio/processed/l2arctic/ZHAA_arctic_a0147.wav,ZHAA,Arabic,F,A moment before he was intoxicated by a joy that was almost madness
data/audio/processed/l2arctic/ZHAA_arctic_b0090.wav,ZHAA,Arabic,F,The Churchill narrowed and its current became swifter as they progressed
data/audio/processed/l2arctic/ZHAA_arctic_a0153.wav,ZHAA,Arabic,F,MacDougall tapped his forehead suspiciously with a stubby forefinger
data/audio/processed/l2arctic/ZHAA_arctic_b0047.wav,ZHAA,Arabic,F,Suppose you saw me at work through the window
data/audio/processed/l2arctic/ZHAA_arctic_a0184.wav,ZHAA,Arabic,F,Don't you see I'm chewing this thing in two
data/audio/processed/l2arctic/ZHAA_arctic_b0053.wav,ZHAA,Arabic,F,That is why I am am rattled he laughed
data/audio/processed/l2arctic/ZHAA_arctic_a0190.wav,ZHAA,Arabic,F,Next to them the Canada jays were most persistent
data/audio/processed/l2arctic/ZHAA_arctic_a0379.wav,ZHAA,Arabic,F,How old are you daddy
data/audio/processed/l2arctic/ZHAA_arctic_a0423.wav,ZHAA,Arabic,F,McVeigh when he returns from a trip to Honolulu
data/audio/processed/l2arctic/ZHAA_arctic_a0345.wav,ZHAA,Arabic,F,She was trying to pass the apron string around him
data/audio/processed/l2arctic/ZHAA_arctic_b0286.wav,ZHAA,Arabic,F,The time was considered auspicious
data/audio/processed/l2arctic/ZHAA_arctic_a0351.wav,ZHAA,Arabic,F,It was more like sugar
data/audio/processed/l2arctic/ZHAA_arctic_b0292.wav,ZHAA,Arabic,F,The Fire Men wore animal skins around their waists and across their shoulders
data/audio/processed/l2arctic/ZHAA_arctic_a0437.wav,ZHAA,Arabic,F,By that answer my professional medical prestige stood or fell
data/audio/processed/l2arctic/ZHAA_arctic_b0279.wav,ZHAA,Arabic,F,He gave one last snarl and slid from view among the trees
data/audio/processed/l2arctic/ZHAA_arctic_b0523.wav,ZHAA,Arabic,F,The Russian music player the Count was her obedient slave
data/audio/processed/l2arctic/ZHAA_arctic_a0386.wav,ZHAA,Arabic,F,I can't argue with you and you know that
data/audio/processed/l2arctic/ZHAA_arctic_b0245.wav,ZHAA,Arabic,F,Harrison is still my chauffeur
data/audio/processed/l2arctic/ZHAA_arctic_a0392.wav,ZHAA,Arabic,F,There is that magnificent Bob eating his head off in the stable
data/audio/processed/l2arctic/ZHAA_arctic_b0251.wav,ZHAA,Arabic,F,They must have been swept away by the chaotic currents
data/audio/processed/l2arctic/ZHAA_arctic_b0537.wav,ZHAA,Arabic,F,But she had become an automaton
data/audio/processed/l2arctic/ZHAA_arctic_a0219.wav,ZHAA,Arabic,F,At first he puzzled over something untoward he was sure had happened
data/audio/processed/l2arctic/ZHAA_arctic_a0557.wav,ZHAA,Arabic,F,The last refugee had passed
data/audio/processed/l2arctic/ZHAA_arctic_b0494.wav,ZHAA,Arabic,F,Never so strange a prophet came up to Jerusalem
data/audio/processed/l2arctic/ZHAA_arctic_a0231.wav,ZHAA,Arabic,F,The Resident Commissioner is away in Australia
data/audio/processed/l2arctic/ZHAA_arctic_a0225.wav,ZHAA,Arabic,F,I was brought up the way most girls in Hawaii are brought up
data/audio/processed/l2arctic/ZHAA_arctic_a0543.wav,ZHAA,Arabic,F,I had been born with no organic chemical predisposition toward alcohol
data/audio/processed/l2arctic/ZHAA_arctic_b0480.wav,ZHAA,Arabic,F,Without discussion it was the agents provocateurs who caused the Peasant Revolt
data/audio/processed/l2arctic/ZHAA_arctic_b0319.wav,ZHAA,Arabic,F,Daylight was tired profoundly tired
data/audio/processed/l2arctic/ZHAA_arctic_b0457.wav,ZHAA,Arabic,F,It was sanctification and salvation
data/audio/processed/l2arctic/ZHAA_arctic_b0331.wav,ZHAA,Arabic,F,His partners had starved and died on the Stewart
data/audio/processed/l2arctic/ZHAA_arctic_b0325.wav,ZHAA,Arabic,F,It was a gigantic inadequacy
data/audio/processed/l2arctic/ZHAA_arctic_a0580.wav,ZHAA,Arabic,F,This is my fifth voyage
data/audio/processed/l2arctic/ZHAA_arctic_b0443.wav,ZHAA,Arabic,F,I did not think you would be so early
data/audio/processed/l2arctic/ZHAA_arctic_a0033.wav,ZHAA,Arabic,F,He unfolded a long typewritten letter and handed it to Gregson
data/audio/processed/l2arctic/ZHAA_arctic_a0027.wav,ZHAA,Arabic,F,To my surprise he began to show actual enthusiasm in my favor
data/audio/processed/l2arctic/ZHAA_arctic_b0133.wav,ZHAA,Arabic,F,There followed a roar that shook the earth
data/audio/processed/l2arctic/ZHAA_arctic_b0127.wav,ZHAA,Arabic,F,He destroyed everything that had belonged to the woman
data/audio/processed/l2arctic/ZHAA_arctic_b0131.wav,ZHAA,Arabic,F,Thorpe and his men were to destroy this camp and kill you
data/audio/processed/l2arctic/ZHAA_arctic_b0125.wav,ZHAA,Arabic,F,It was the third or fourth time that Philip had heard MacDougall swear
data/audio/processed/l2arctic/ZHAA_arctic_b0119.wav,ZHAA,Arabic,F,Billinger may arrive in time
data/audio/processed/l2arctic/ZHAA_arctic_a0031.wav,ZHAA,Arabic,F,They were three hundred yards apart
data/audio/processed/l2arctic/ZHAA_arctic_a0025.wav,ZHAA,Arabic,F,I was about to do this when cooler judgment prevailed
data/audio/processed/l2arctic/ZHAA_arctic_a0019.wav,ZHAA,Arabic,F,I followed the line of the proposed railroad looking for chances
data/audio/processed/l2arctic/ZHAA_arctic_b0333.wav,ZHAA,Arabic,F,It does was her audacious answer
data/audio/processed/l2arctic/ZHAA_arctic_b0455.wav,ZHAA,Arabic,F,His reward should have been peace and repose
data/audio/processed/l2arctic/ZHAA_arctic_b0441.wav,ZHAA,Arabic,F,And there was Ethel Baird whom also you must remember
data/audio/processed/l2arctic/ZHAA_arctic_a0582.wav,ZHAA,Arabic,F,Daughtry elaborated on the counting trick by bringing Cocky along
data/audio/processed/l2arctic/ZHAA_arctic_b0327.wav,ZHAA,Arabic,F,He had been so easy
data/audio/processed/l2arctic/ZHAA_arctic_b0469.wav,ZHAA,Arabic,F,Very few people knew of the existence of this law
data/audio/processed/l2arctic/ZHAA_arctic_a0233.wav,ZHAA,Arabic,F,I never allow what can't be changed to annoy me
data/audio/processed/l2arctic/ZHAA_arctic_b0496.wav,ZHAA,Arabic,F,I have seen myself that one man contemplated by Pascal's philosophic eye
data/audio/processed/l2arctic/ZHAA_arctic_a0555.wav,ZHAA,Arabic,F,Jerry was so secure in his nook that he did not roll away
data/audio/processed/l2arctic/ZHAA_arctic_b0482.wav,ZHAA,Arabic,F,Many other similar disconcerting omissions will be noticed in the Manuscript
data/audio/processed/l2arctic/ZHAA_arctic_a0541.wav,ZHAA,Arabic,F,The Warden with a quart of champagne
data/audio/processed/l2arctic/ZHAA_arctic_a0227.wav,ZHAA,Arabic,F,It was the same way with our revolvers and rifles
data/audio/processed/l2arctic/ZHAA_arctic_a0569.wav,ZHAA,Arabic,F,At Lake Linderman I had one canoe very good Peterborough canoe
data/audio/processed/l2arctic/ZHAA_arctic_b0247.wav,ZHAA,Arabic,F,He wanted to give the finish to this foe already so far gone
data/audio/processed/l2arctic/ZHAA_arctic_a0384.wav,ZHAA,Arabic,F,The farmer works the soil and produces grain
